StableWorldId,DonorSourceReference,SemanticCategory,ProductionPrefab,ProductionMaterials,CollisionReference,LodGroup,PivotMode,ScaleMode,ExpectedBoundsCenter,ExpectedBoundsSize,MeasuredBoundsCenter,MeasuredBoundsSize,AllowedDeviationMeters,TransformOffset,ReplacementStatus,AuthoringStatus,ValidationStatus,ProductionZone,PerformanceTier,WetnessCompatibility,WeatherCompatibility,Notes,SourceControlStatus,ManualArtDependency,LastValidationTimestamp,AssetVersion
"83d2598b7a57748fb89b5cace4ed74f1","SATSUMA(557kg, 248)/Interior/racing harness(xxxxx)/Open","BuildingInterior","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","154.049|1.717346|-1028.974","0.478912|0.767838|0.411743","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","5b0a4798fe805ba2eda7222972a55714","2026-07-14T00:00:00+05:00","0"
"4fef115b53822f249f52a68d89aacb2d","Systems/OptionsMenu/DrivingControls/Page1/Table 6/Border","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","167.9801|44.12952|-1041.603","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"da1988cdaa5fe89869c52f87419f07f4","Sheets/LottoTicket/Pivot/Box/Numbers/9","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","167.7865|8.18364|-1033.969","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","bb2edd9f33f38a42c2a5d693a7922c9f","2026-07-14T00:00:00+05:00","0"
"17a419d2db30ae3fd7c153f8aad8b974","STORE/LOD/ActivateStore/CarProducts/CarBattery","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1381.062|6.348014|139.7134","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","cell_-3_0","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","316d821deeff35d881d975eb56da4237","2026-07-14T00:00:00+05:00","0"
"c6108261abd034f405c349828a7092cf","YARD/Building/BEDROOM1/COMPUTER/SYSTEM/PICVIEW/MainMenu/1","BuildingInterior","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","169.98|-76.599|-1039.875","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","5b0a4798fe805ba2eda7222972a55714","2026-07-14T00:00:00+05:00","0"
"4754fa8b8b8e1ec426f20c321e3cee11","PERAJARVI/TerraceHouse/Apartments/LOD2/rowhouse_interior_roof","Roof","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1120.717|3.076001|39.0426","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","cell_-3_0","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","c231cfff88680af522ebd29185bee55f","2026-07-14T00:00:00+05:00","0"
"78e1b2ab8eebf4c5ae4c3f40158f04e4","YARD/Building/BEDROOM1/COMPUTER/SYSTEM/RAMI-Simppa&Jokke/Seikailu-Screens/Seikailu-Risteys/Text-crossroads","BuildingInterior","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","168.45|-70.81899|-1044.5","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","5b0a4798fe805ba2eda7222972a55714","2026-07-14T00:00:00+05:00","0"
"3cb279f0431120d8e940e52f02f0e848","RALLY/Spectators/Pool/SpectatorA/Pivot/RagDoll/thigh(leftx)/leg(leftx)","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-512.4253|4.398541|-1396.98","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","bb2edd9f33f38a42c2a5d693a7922c9f","2026-07-14T00:00:00+05:00","0"
"3474714905bc1d679e56ebcfaa152451","RALLY/Sunday/StartArea/Sender 1/Move/Char/bodymesh","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1109.857|0.256877|-1735.213","1.268677|1.35303|1.74707","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","cell_-3_-4","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","28441b14996b70578ff3a14f3ff6bbef","2026-07-14T00:00:00+05:00","0"
"ee9b49467f19df635ce9726b05d01216","Systems/Teletext/VKTekstiTV/PAGES/250/Texts/TeleTextResults/Name8/Time","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","187.4501|-36.87048|-1032.311","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"d6ac31988a27dd880cf08cf5e2da0920","RALLY/RallyCars/RALLYCAR2/LOD/mudflaps","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1106.496|1.213584|235.0091","3.033936|0.290892|2.547485","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"dfe6429f1ea2b6c67e6bdb0471341ef2","DRAGRACE/Objects/FinishPoles","StaticProp","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-711.7655|3.411|-2057.055","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","cell_-2_-5","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","af755276b2c46c3478d3d2deb7add508","2026-07-14T00:00:00+05:00","0"
"018c6d40b30743413d8ed38d53ed9200","ITEMS/wood carrier(itemx)/mesh","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-680.9897|-0.794262|-533.7209","0.479065|0.770392|0.471619","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"9e72e48aca5e1caea80ffc08e201f9ec","YARD/Building/BEDROOM1/COMPUTER/SYSTEM/RAMI-WorldsMan/WorldsMan-News-Happening/WorldsMan-News-Happening39-text","BuildingInterior","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","175.07|-71.14899|-1041.625","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","5b0a4798fe805ba2eda7222972a55714","2026-07-14T00:00:00+05:00","0"
"b6af69e5e0d6e2dc691c0450b981b4cb","CARPARTS/PartsCar/grille(Clone)/Bolts/BoltPM/bolt0","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","155.2451|1.074738|-1033.764","0.009155|0.01113|0.021362","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"fc94a81693791b9ffec74f9e3b839a13","CARPARTS/PartsMotor/drive gear(Clone)/Bolts/BoltPM","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","153.3133|1.625681|-1042.935","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","bb2edd9f33f38a42c2a5d693a7922c9f","2026-07-14T00:00:00+05:00","0"
"6bf2bbd1d094cce93155b6db9e5712da","GUI/HUD/FPS/HUDLabel","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","181.63|11.837|-1040.625","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"271a612f284006411983b428a47ec3d8","JOBS/Mummola/ChurchGrandma/GrannyHiker/Char/RagDollCar/pelvis/spine_mid/shoulders(xxxxx)","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","623.1415|5.578866|-2379.271","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","bb2edd9f33f38a42c2a5d693a7922c9f","2026-07-14T00:00:00+05:00","0"
"2cbcdbf7e4d2b37be12c777392637a08","Systems/OptionsMenu/Menu/Btn_CarButtons/Button","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","160.1801|39.62952|-1041.722","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","bb2edd9f33f38a42c2a5d693a7922c9f","2026-07-14T00:00:00+05:00","0"
"6a07d52868491a36248ac5e51ecd81d2","YARD/Building/SAUNA/LOD_sauna/toilet_lamp 1","BuildingExterior","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","156.927|1.625999|-1043.254","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","cell_0_-3","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","cdd129d9c6c5486018100df7752c3681","2026-07-14T00:00:00+05:00","0"
"83491195e294cbf44a6892868ab5c496","STORE/Boxes/wheelset steelwide(Clone)/Parts/wheel_steelwide4/Bolts/BoltPM","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1382.724|6.888795|140.9398","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","bb2edd9f33f38a42c2a5d693a7922c9f","2026-07-14T00:00:00+05:00","0"
"b328dca6468815b2e61371796c69faca","MAP/Buildings/BarnOld/lato_roof","Roof","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","2020.804|-1.928409|-1835.552","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","cell_3_-4","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","1af0f02d6d78d43a43f6ac78ace5eb69","2026-07-14T00:00:00+05:00","0"
"e01748547ff6f5552c9b486ad5389f89","SATSUMA(557kg, 248)/MiscParts/brake lining(xxxxx)/Bolts/BoltPM/bolt5","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","154.0599|1.480202|-1030.19","0.009399|0.007483|0.011597","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"3c04f9f24112dbd8b38e818f5cb0451b","CARPARTS/PartsCar/radio(Clone)/TunerPivot/RadioTuner","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","152.78|2.59794|-1042.927","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","bb2edd9f33f38a42c2a5d693a7922c9f","2026-07-14T00:00:00+05:00","0"
"cb8001835b37d571c2d1c17f5e2ef7ae","YARD/Building/BEDROOM1/COMPUTER/SYSTEM/RAMI-JFK/JohnKemedyMapCar","BuildingInterior","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","167.48|-71.199|-1046.625","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","5b0a4798fe805ba2eda7222972a55714","2026-07-14T00:00:00+05:00","0"
"cbe3dfd234f673ac205c71422f9da28e","JONNEZ ES(Clone)/LOD/Suspension/Steering/SteeringPivot/Headlight","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","150.1645|1.753714|-1034.253","0.100006|0.10608|0.076294","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"2e97b042c1a6d0fc423c8b79fd5f4ffa","TRAFFIC/VehiclesDirtRoad/Rally/FITTAN/CrashEvent/RagDoll/thigh(right)/leg(right)","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1284.498|7.382943|-1668.622","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","bb2edd9f33f38a42c2a5d693a7922c9f","2026-07-14T00:00:00+05:00","0"
"9acb3345ad09ab8dad633983aa561c03","TRAFFIC/VehiclesDirtRoad/Rally/FITTAN/DriverDoors/doorl 1/Pivot/panel","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1284.688|7.332823|-1668.103","1.020752|0.611936|0.28894","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"fe22f465391f48f83e76ce7be24c9a25","YARD/Building/BEDROOM1/COMPUTER/SYSTEM/PROCYON-ProPilkki/Tulokset/TuloksetKisa/Kilpailija2/g/kpl","BuildingInterior","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","178.14|-70.149|-1038.495","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","5b0a4798fe805ba2eda7222972a55714","2026-07-14T00:00:00+05:00","0"
"76dfa33b2819c0cdf71bec5c504cd663","SATSUMA(557kg, 248)/MiscParts/gear linkage(xxxxx)/Bolts/BoltPM","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","153.8193|1.46211|-1030.381","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","bb2edd9f33f38a42c2a5d693a7922c9f","2026-07-14T00:00:00+05:00","0"
"1795b191e00d6feadd139136c45fd99e","Systems/Teletext/VKTekstiTV/PAGES/100/Texts/Line","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","179.9501|-36.87048|-1025.647","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"873f84a24b2544136cc3cb61b9894e9f","MAP/MESH/FOLIAGE/TREES1","VegetationTree","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","302.6632|20.39418|-1066.85","5190.323|90.2755|4300.777","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","global","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","fa619b4617442753854c988336b94605","2026-07-14T00:00:00+05:00","0"
"5a0b8ca46da28129de2575a1fc8cf1f3","STORE/Boxes/wheelset octo(Clone)/Parts/wheel_octo2","BuildingExterior","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1383.461|6.409996|142.0342","0.372803|0.350169|0.312012","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","fe71ff3c872f07e56b3ddab16e4d2768","2026-07-14T00:00:00+05:00","0"
"0a6a7dbf6dad05095a9d88fd88ac5874","CARPARTS/PartsCar/dashboard meters(Clone)","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","155.1292|2.145009|-1039.857","0.181076|0.124725|0.758301","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"dd8be6f9511eab955e42e5804cc8f671","Sheets/TrafficTicket/ReasonEN/OfficerAttack","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","167.8631|8.136851|-1034.104","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"3a0cb8bac066059497cd90f6477bb97b","CARPARTS/PartsCar/seat rear(Clone)/Bolts/BoltPM/bolt0","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","151.946|1.092641|-1032.605","0.011871|0.030499|0.013794","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"9b4b733ce7e8a3fe2114a79fbc1fc02d","JOBS/HouseShit2/HouseSmall2/GlassGeneric/glass_generic","StaticProp","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1130.402|4.212|82.36255","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","e6f18d2212b18f946f3551b73d6343a7","2026-07-14T00:00:00+05:00","0"
"20293325ab0ccc8343ce5716d422dd4a","Sheets/DynoSheet/Cam/Results/Title/Data","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","173.23|6.621|-1039.705","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"611a715b872e189f6bb4f8aaa85e8def","HUMANS/Randomizer/Walkers/Kristian/Pivot/RagDoll/pelvis/spine_mid/shoulders(xxxxx)/collar_left/shoulder(leftx)/arm(leftx)","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1344.146|4.441501|55.17871","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","bb2edd9f33f38a42c2a5d693a7922c9f","2026-07-14T00:00:00+05:00","0"
"36f848efe53cf6f354ce9a6b86c7fd68","YARD/Building/BEDROOM1/COMPUTER/SYSTEM/RAMI-OjastaAl(lik)koon/OjastaAlkoon-Viholliset/OjastaAlkoon-Car08a","BuildingInterior","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","163.98|-71.149|-1038.625","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","5b0a4798fe805ba2eda7222972a55714","2026-07-14T00:00:00+05:00","0"
"4efef1ac08dd6afe213ba9beea33d7d6","MISC/potato box(xxxxx)","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","155.18|1.606067|-1030.805","0.696777|0.109866|0.714722","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","cell_0_-3","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","a2c0794983431624aa4b183d19ef5efa","2026-07-14T00:00:00+05:00","0"
"eb32a3fa483cd21ec2d6d5134fa29f09","SATSUMA(557kg, 248)/Dashboard/gear stick(xxxxx)/Bolts/BoltPM/bolt2","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","153.7205|1.379479|-1029.726","0.007919|0.020333|0.009155","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"963757390852e6d35483d131ba608a37","CARPARTS/PartsCar/rear light left(Clone)/mesh","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","155.7004|2.152454|-1040.76","0.131485|0.249449|0.203003","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"1fc3f94592123d8647d300f5855f1f29","CARPARTS/PartsMotor/main bearing1(Clone)/Bolts/MaskedBearing1/BoltPM","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","153.8563|2.111528|-1043.03","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","bb2edd9f33f38a42c2a5d693a7922c9f","2026-07-14T00:00:00+05:00","0"
"dc19fd26982942b1e32c4c281c0f6a8c","JOBS/HouseShit2/HouseSmall2/building3_wood","StaticProp","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1128.6|4.311|82.07495","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","e6f18d2212b18f946f3551b73d6343a7","2026-07-14T00:00:00+05:00","0"
"1c1a12811c9e30ccda5eaca17065c4fb","Systems/OptionsMenu/DrivingControls/Page2/Header 7/GUITextHeader/GUITextHeaderShadow","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","177.2701|43.58952|-1041.722","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"54df2da4fba2297766ed245dec38f559","SATSUMA(557kg, 248)/MiscParts/clutch lining(xxxxx)","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","153.7332|1.63793|-1030.323","0.681381|0.145697|0.220703","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"831149b8ffc68907405e0e407e50f401","Systems/OptionsMenu/Graphics/Page1/Buttons/Btn_Gear/GUITextlabel","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","169.8901|37.82952|-1041.722","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"c09d4c813254b002929730194bc55637","SATSUMA(557kg, 248)/Chassis/steering rack(xxxxx)/BoltPM/bolt0","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","153.9328|1.42452|-1030.278","0.011871|0.032578|0.019409","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"e965a4aee1bb80d4511dcdbf40c6b3ed","JOBS/Farm/Cowhouse/wood_panel15","StaticProp","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-692.06|5.461|295.585","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","e6f18d2212b18f946f3551b73d6343a7","2026-07-14T00:00:00+05:00","0"
"249eaf1792146597a3e7ffad4d5a9524","Sheets/ServiceBrochure/PagePaintRims/Buttons/CustomColors/Bar2/1","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","167.9527|8.121154|-1034.105","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","bb2edd9f33f38a42c2a5d693a7922c9f","2026-07-14T00:00:00+05:00","0"
"f89b393c3b7dee4d98018d53f6325828","STORE/Boxes/cd player(Clone)","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1384.764|5.533996|143.8387","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","bb2edd9f33f38a42c2a5d693a7922c9f","2026-07-14T00:00:00+05:00","0"
