ComponentId,HierarchyPath,FsmName,StateName,Transitions,ActionSequence,GameObjectReferences,NamedValues,StringParameters,ParameterNames,ByteDataAscii
109887,"SATSUMA(557kg, 248)/Wiring/Triggers/Dash1/FuseboxDash","Assemble","NOTINSTALLED","","","","","","",""
110104,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/AmplifierHarness","Assemble","State 1","ASSEMBLE->Assemble","SetBoolValue;SetStringValue;GetDistance;FloatCompare","WiringTool=0[]","","- useVariable: 0;","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame","GUIassemble|Distance|Distance???=|Tolerance|ASSEMBLE"
110104,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/AmplifierHarness","Assemble","Assemble","LOOP->State 1;ASSEMBLE->Sound","SetBoolValue;SetStringValue;GetDistance;FloatCompare;GetButtonDown","WiringTool=0[]","","- useVariable: 0;AMPLIFIER POWER;Use","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame;buttonName;sendEvent;storeResult","GUIassemble|Distance|Distance???=|Tolerance|LOOP|ASSEMBLE"
110104,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/AmplifierHarness","Assemble","Sound","CLOSELOOP->Finish assembly","SetBoolValue;SetStringValue;SendEventByName","_OtherEnd=21830[SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/HarnessAmplifier]","","- useVariable: 0;- useVariable: 0;CLOSELOOP","boolValue;everyFrame;stringVariable;stringValue;everyFrame;eventTarget;sendEvent;delay;everyFrame","GUIassemble"
110104,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/AmplifierHarness","Assemble","Finish assembly","","SetFsmBool;ActivateGameObject;SendEvent;ActivateGameObject","db_ThisPart=13215[Database/DatabaseWiring/WiringAmplifierPower];ThisWire1=32266[SATSUMA(557kg, 248)/Wiring/Parts/wiring_amp_power(xxxxx)];Owner=0[]","","CarBuilding;wiring;Data;Installed","soundGroupName;variationName;volume;delaySound;useThisLocation;attachToGameObject;useFixedPitch;fixedPitch;gameObject;fsmName;variableName;setValue;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame;eventTarget;sendEvent;delay;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame","??|??|RESETWIRING"
110104,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/AmplifierHarness","Assemble","Init","FINISHED->State 1","GetParent","Owner=0[]","","","storeResult",""
110104,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/AmplifierHarness","Assemble","FINISHED","","","","","","",""
110104,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/AmplifierHarness","Assemble","ASSEMBLE","","","","","","",""
110104,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/AmplifierHarness","Assemble","CLOSELOOP","","","","","","",""
110104,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/AmplifierHarness","Assemble","INSTALLED","","","","","","",""
110104,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/AmplifierHarness","Assemble","LOOP","","","","","","",""
110104,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/AmplifierHarness","Assemble","NOTINSTALLED","","","","","","",""
110128,"SATSUMA(557kg, 248)/Wiring/Triggers/BatteryHarness/HarnessBatteryPlus","Assemble","State 1","ASSEMBLE->Assemble","SetBoolValue;SetStringValue;GetDistance;FloatCompare","WiringTool=0[]","","- useVariable: 0;","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame","GUIassemble|Distance|Distance???=|Tolerance|ASSEMBLE"
110128,"SATSUMA(557kg, 248)/Wiring/Triggers/BatteryHarness/HarnessBatteryPlus","Assemble","Assemble","LOOP->State 1;ASSEMBLE->Sound","SetBoolValue;SetStringValue;GetDistance;FloatCompare;GetButtonDown","WiringTool=0[]","","- useVariable: 0;MAIN HARNESS CONNECTOR;Use","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame;buttonName;sendEvent;storeResult","GUIassemble|Distance|Distance???=|Tolerance|LOOP|ASSEMBLE"
110128,"SATSUMA(557kg, 248)/Wiring/Triggers/BatteryHarness/HarnessBatteryPlus","Assemble","Sound","CLOSELOOP->Finish assembly","SetBoolValue;SetStringValue;SendEventByName","_OtherEnd=5498[SATSUMA(557kg, 248)/Wiring/Triggers/BatteryHarness/BatteryPlusHarness]","","- useVariable: 0;- useVariable: 0;CLOSELOOP","boolValue;everyFrame;stringVariable;stringValue;everyFrame;eventTarget;sendEvent;delay;everyFrame","GUIassemble"
110128,"SATSUMA(557kg, 248)/Wiring/Triggers/BatteryHarness/HarnessBatteryPlus","Assemble","Finish assembly","","SetFsmBool;SetFsmBool;ActivateGameObject;ActivateGameObject;SendEvent;ActivateGameObject","db_ThisPart=30568[Database/DatabaseWiring/WiringBatteryHarness];db_ThisPart2=21525[Database/DatabaseWiring/WiringBatteryPlus];ThisWire1=6818[SATSUMA(557kg, 248)/Wiring/Parts/wiring_battery_harness(xxxxx)];ThisWire2=23982[SATSUMA(557kg, 248)/Wiring/Parts/battery_terminal_plus(xxxxx)];Owner=0[]","","CarBuilding;wiring;Data;Installed;Data;Installed","soundGroupName;variationName;volume;delaySound;useThisLocation;attachToGameObject;useFixedPitch;fixedPitch;gameObject;fsmName;variableName;setValue;everyFrame;gameObject;fsmName;variableName;setValue;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame;eventTarget;sendEvent;delay;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame","??|??|RESETWIRING"
110128,"SATSUMA(557kg, 248)/Wiring/Triggers/BatteryHarness/HarnessBatteryPlus","Assemble","Init","FINISHED->State 1","GetParent","Owner=0[]","","","storeResult",""
110128,"SATSUMA(557kg, 248)/Wiring/Triggers/BatteryHarness/HarnessBatteryPlus","Assemble","FINISHED","","","","","","",""
110128,"SATSUMA(557kg, 248)/Wiring/Triggers/BatteryHarness/HarnessBatteryPlus","Assemble","ASSEMBLE","","","","","","",""
110128,"SATSUMA(557kg, 248)/Wiring/Triggers/BatteryHarness/HarnessBatteryPlus","Assemble","CLOSELOOP","","","","","","",""
110128,"SATSUMA(557kg, 248)/Wiring/Triggers/BatteryHarness/HarnessBatteryPlus","Assemble","INSTALLED","","","","","","",""
110128,"SATSUMA(557kg, 248)/Wiring/Triggers/BatteryHarness/HarnessBatteryPlus","Assemble","LOOP","","","","","","",""
110128,"SATSUMA(557kg, 248)/Wiring/Triggers/BatteryHarness/HarnessBatteryPlus","Assemble","NOTINSTALLED","","","","","","",""
110263,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/HarnessAmplifier","Assemble","State 1","ASSEMBLE->Assemble","SetBoolValue;SetStringValue;GetDistance;FloatCompare","WiringTool=0[]","","- useVariable: 0;","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame","GUIassemble|Distance|Distance???=|Tolerance|ASSEMBLE"
110263,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/HarnessAmplifier","Assemble","Assemble","LOOP->State 1;ASSEMBLE->Sound","SetBoolValue;SetStringValue;GetDistance;FloatCompare;GetButtonDown","WiringTool=0[]","","- useVariable: 0;RADIO HARNESS;Use","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame;buttonName;sendEvent;storeResult","GUIassemble|Distance|Distance???=|Tolerance|LOOP|ASSEMBLE"
110263,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/HarnessAmplifier","Assemble","Sound","CLOSELOOP->Finish assembly","SetBoolValue;SetStringValue;SendEventByName","_OtherEnd=21309[SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/AmplifierHarness]","","- useVariable: 0;- useVariable: 0;CLOSELOOP","boolValue;everyFrame;stringVariable;stringValue;everyFrame;eventTarget;sendEvent;delay;everyFrame","GUIassemble"
110263,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/HarnessAmplifier","Assemble","Finish assembly","","SetFsmBool;ActivateGameObject;SendEvent;ActivateGameObject","db_ThisPart=13215[Database/DatabaseWiring/WiringAmplifierPower];ThisWire1=32266[SATSUMA(557kg, 248)/Wiring/Parts/wiring_amp_power(xxxxx)];Owner=0[]","","CarBuilding;wiring;Data;Installed","soundGroupName;variationName;volume;delaySound;useThisLocation;attachToGameObject;useFixedPitch;fixedPitch;gameObject;fsmName;variableName;setValue;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame;eventTarget;sendEvent;delay;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame","??|??|RESETWIRING"
110263,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/HarnessAmplifier","Assemble","Init","FINISHED->State 1","GetParent","Owner=0[]","","","storeResult",""
110263,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/HarnessAmplifier","Assemble","FINISHED","","","","","","",""
110263,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/HarnessAmplifier","Assemble","ASSEMBLE","","","","","","",""
110263,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/HarnessAmplifier","Assemble","CLOSELOOP","","","","","","",""
110263,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/HarnessAmplifier","Assemble","INSTALLED","","","","","","",""
110263,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/HarnessAmplifier","Assemble","LOOP","","","","","","",""
110263,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/HarnessAmplifier","Assemble","NOTINSTALLED","","","","","","",""
110293,"SATSUMA(557kg, 248)/Wiring/Triggers/CoilHarness/HarnessCoil","Assemble","State 1","ASSEMBLE->Assemble","SetBoolValue;SetStringValue;GetDistance;FloatCompare","WiringTool=0[]","","- useVariable: 0;","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame","GUIassemble|Distance|Distance???=|Tolerance|ASSEMBLE"
110293,"SATSUMA(557kg, 248)/Wiring/Triggers/CoilHarness/HarnessCoil","Assemble","Assemble","LOOP->State 1;ASSEMBLE->Sound","SetBoolValue;SetStringValue;GetDistance;FloatCompare;GetButtonDown","WiringTool=0[]","","- useVariable: 0;MAIN HARNESS CONNECTOR;Use","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame;buttonName;sendEvent;storeResult","GUIassemble|Distance|Distance???=|Tolerance|LOOP|ASSEMBLE"
110293,"SATSUMA(557kg, 248)/Wiring/Triggers/CoilHarness/HarnessCoil","Assemble","Sound","CLOSELOOP->Finish assembly","SetBoolValue;SetStringValue;SendEventByName","_OtherEnd=16562[SATSUMA(557kg, 248)/Wiring/Triggers/CoilHarness/CoilHarness]","","- useVariable: 0;- useVariable: 0;CLOSELOOP","boolValue;everyFrame;stringVariable;stringValue;everyFrame;eventTarget;sendEvent;delay;everyFrame","GUIassemble"
110293,"SATSUMA(557kg, 248)/Wiring/Triggers/CoilHarness/HarnessCoil","Assemble","Finish assembly","","SetFsmBool;ActivateGameObject;SendEvent;ActivateGameObject","db_ThisPart=24055[Database/DatabaseWiring/WiringCoil];ThisWire1=17873[SATSUMA(557kg, 248)/Wiring/Parts/wiring_coil(xxxxx)];Owner=0[]","","CarBuilding;wiring;Data;Installed","soundGroupName;variationName;volume;delaySound;useThisLocation;attachToGameObject;useFixedPitch;fixedPitch;gameObject;fsmName;variableName;setValue;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame;eventTarget;sendEvent;delay;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame","??|??|RESETWIRING"
110293,"SATSUMA(557kg, 248)/Wiring/Triggers/CoilHarness/HarnessCoil","Assemble","Init","FINISHED->State 1","GetParent","Owner=0[]","","","storeResult",""
110293,"SATSUMA(557kg, 248)/Wiring/Triggers/CoilHarness/HarnessCoil","Assemble","FINISHED","","","","","","",""
110293,"SATSUMA(557kg, 248)/Wiring/Triggers/CoilHarness/HarnessCoil","Assemble","ASSEMBLE","","","","","","",""
110293,"SATSUMA(557kg, 248)/Wiring/Triggers/CoilHarness/HarnessCoil","Assemble","CLOSELOOP","","","","","","",""
110293,"SATSUMA(557kg, 248)/Wiring/Triggers/CoilHarness/HarnessCoil","Assemble","INSTALLED","","","","","","",""
110293,"SATSUMA(557kg, 248)/Wiring/Triggers/CoilHarness/HarnessCoil","Assemble","LOOP","","","","","","",""
110293,"SATSUMA(557kg, 248)/Wiring/Triggers/CoilHarness/HarnessCoil","Assemble","NOTINSTALLED","","","","","","",""
110294,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightRight/ConnectorLight","Assemble","State 1","ASSEMBLE->Assemble","SetBoolValue;SetStringValue;GetDistance;FloatCompare","WiringTool=0[]","","- useVariable: 0;","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame","GUIassemble|Distance|Distance???=|Tolerance|ASSEMBLE"
110294,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightRight/ConnectorLight","Assemble","Assemble","LOOP->State 1;ASSEMBLE->Sound","SetBoolValue;SetStringValue;GetDistance;FloatCompare;GetButtonDown","WiringTool=0[]","","- useVariable: 0;REAR HARNESS CONNECTOR;Use","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame;buttonName;sendEvent;storeResult","GUIassemble|Distance|Distance???=|Tolerance|LOOP|ASSEMBLE"
110294,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightRight/ConnectorLight","Assemble","Sound","CLOSELOOP->Finish assembly","SetBoolValue;SetStringValue;SendEventByName","_OtherEnd=31436[SATSUMA(557kg, 248)/Wiring/Triggers/RearlightRight/LightConnector]","","- useVariable: 0;- useVariable: 0;CLOSELOOP","boolValue;everyFrame;stringVariable;stringValue;everyFrame;eventTarget;sendEvent;delay;everyFrame","GUIassemble"
110294,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightRight/ConnectorLight","Assemble","Finish assembly","","SetFsmBool;ActivateGameObject;SendEvent;ActivateGameObject","db_ThisPart=15221[Database/DatabaseWiring/WiringRearlightRight];ThisWire1=6091[SATSUMA(557kg, 248)/Wiring/Parts/wiring_rearlights_right(xxxxx)];Owner=0[]","","CarBuilding;wiring;Data;Installed","soundGroupName;variationName;volume;delaySound;useThisLocation;attachToGameObject;useFixedPitch;fixedPitch;gameObject;fsmName;variableName;setValue;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame;eventTarget;sendEvent;delay;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame","??|??|RESETWIRING"
110294,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightRight/ConnectorLight","Assemble","Init","FINISHED->State 1","GetParent","Owner=0[]","","","storeResult",""
110294,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightRight/ConnectorLight","Assemble","FINISHED","","","","","","",""
110294,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightRight/ConnectorLight","Assemble","ASSEMBLE","","","","","","",""
110294,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightRight/ConnectorLight","Assemble","CLOSELOOP","","","","","","",""
110294,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightRight/ConnectorLight","Assemble","INSTALLED","","","","","","",""
110294,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightRight/ConnectorLight","Assemble","LOOP","","","","","","",""
110294,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightRight/ConnectorLight","Assemble","NOTINSTALLED","","","","","","",""
110381,"SATSUMA(557kg, 248)/Wiring/Triggers/MarkerLeft/ConnectorLight","Assemble","State 1","ASSEMBLE->Assemble","SetBoolValue;SetStringValue;GetDistance;FloatCompare","WiringTool=0[]","","- useVariable: 0;","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame","GUIassemble|Distance|Distance???=|Tolerance|ASSEMBLE"
110381,"SATSUMA(557kg, 248)/Wiring/Triggers/MarkerLeft/ConnectorLight","Assemble","Assemble","LOOP->State 1;ASSEMBLE->Sound","SetBoolValue;SetStringValue;GetDistance;FloatCompare;GetButtonDown","WiringTool=0[]","","- useVariable: 0;FRONT LIGHTS CONNECTOR;Use","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame;buttonName;sendEvent;storeResult","GUIassemble|Distance|Distance???=|Tolerance|LOOP|ASSEMBLE"
110381,"SATSUMA(557kg, 248)/Wiring/Triggers/MarkerLeft/ConnectorLight","Assemble","Sound","CLOSELOOP->Finish assembly","SetBoolValue;SetStringValue;SendEventByName","_OtherEnd=19143[SATSUMA(557kg, 248)/Wiring/Triggers/MarkerLeft/LightConnector]","","- useVariable: 0;- useVariable: 0;CLOSELOOP","boolValue;everyFrame;stringVariable;stringValue;everyFrame;eventTarget;sendEvent;delay;everyFrame","GUIassemble"
110381,"SATSUMA(557kg, 248)/Wiring/Triggers/MarkerLeft/ConnectorLight","Assemble","Finish assembly","","SetFsmBool;ActivateGameObject;SendEvent;ActivateGameObject","db_ThisPart=8611[Database/DatabaseWiring/WiringMarkerLeft];ThisWire1=10649[SATSUMA(557kg, 248)/Wiring/Parts/wiring_marker_left(xxxxx)];Owner=0[]","","CarBuilding;wiring;Data;Installed","soundGroupName;variationName;volume;delaySound;useThisLocation;attachToGameObject;useFixedPitch;fixedPitch;gameObject;fsmName;variableName;setValue;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame;eventTarget;sendEvent;delay;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame","??|??|RESETWIRING"
110381,"SATSUMA(557kg, 248)/Wiring/Triggers/MarkerLeft/ConnectorLight","Assemble","Init","FINISHED->State 1","GetParent","Owner=0[]","","","storeResult",""
110381,"SATSUMA(557kg, 248)/Wiring/Triggers/MarkerLeft/ConnectorLight","Assemble","FINISHED","","","","","","",""
110381,"SATSUMA(557kg, 248)/Wiring/Triggers/MarkerLeft/ConnectorLight","Assemble","ASSEMBLE","","","","","","",""
110381,"SATSUMA(557kg, 248)/Wiring/Triggers/MarkerLeft/ConnectorLight","Assemble","CLOSELOOP","","","","","","",""
110381,"SATSUMA(557kg, 248)/Wiring/Triggers/MarkerLeft/ConnectorLight","Assemble","INSTALLED","","","","","","",""
110381,"SATSUMA(557kg, 248)/Wiring/Triggers/MarkerLeft/ConnectorLight","Assemble","LOOP","","","","","","",""
110381,"SATSUMA(557kg, 248)/Wiring/Triggers/MarkerLeft/ConnectorLight","Assemble","NOTINSTALLED","","","","","","",""
110505,"SATSUMA(557kg, 248)/Wiring/Triggers/RadiatorfanHarness/RadiatorfanHarness","Assemble","State 1","ASSEMBLE->Assemble","SetBoolValue;SetStringValue;GetDistance;FloatCompare","WiringTool=0[]","","- useVariable: 0;","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame","GUIassemble|Distance|Distance???=|Tolerance|ASSEMBLE"
110505,"SATSUMA(557kg, 248)/Wiring/Triggers/RadiatorfanHarness/RadiatorfanHarness","Assemble","Assemble","LOOP->State 1;ASSEMBLE->Sound","SetBoolValue;SetStringValue;GetDistance;FloatCompare;GetButtonDown","WiringTool=0[]","","- useVariable: 0;RADIATOR FAN CONNECTOR;Use","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame;buttonName;sendEvent;storeResult","GUIassemble|Distance|Distance???=|Tolerance|LOOP|ASSEMBLE"
110505,"SATSUMA(557kg, 248)/Wiring/Triggers/RadiatorfanHarness/RadiatorfanHarness","Assemble","Sound","CLOSELOOP->Finish assembly","SetBoolValue;SetStringValue;SendEventByName","_OtherEnd=13871[SATSUMA(557kg, 248)/Wiring/Triggers/RadiatorfanHarness/HarnessRadiatorfan]","","- useVariable: 0;- useVariable: 0;CLOSELOOP","boolValue;everyFrame;stringVariable;stringValue;everyFrame;eventTarget;sendEvent;delay;everyFrame","GUIassemble"
110505,"SATSUMA(557kg, 248)/Wiring/Triggers/RadiatorfanHarness/RadiatorfanHarness","Assemble","Finish assembly","","SetFsmBool;ActivateGameObject;SendEvent;ActivateGameObject","db_ThisPart=28845[Database/DatabaseWiring/WiringRadiatorfan];ThisWire1=5504[SATSUMA(557kg, 248)/Wiring/Parts/wiring_radiatorfan(xxxxx)];Owner=0[]","","CarBuilding;wiring;Data;Installed","soundGroupName;variationName;volume;delaySound;useThisLocation;attachToGameObject;useFixedPitch;fixedPitch;gameObject;fsmName;variableName;setValue;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame;eventTarget;sendEvent;delay;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame","??|??|RESETWIRING"
110505,"SATSUMA(557kg, 248)/Wiring/Triggers/RadiatorfanHarness/RadiatorfanHarness","Assemble","Init","FINISHED->State 1","GetParent","Owner=0[]","","","storeResult",""
110505,"SATSUMA(557kg, 248)/Wiring/Triggers/RadiatorfanHarness/RadiatorfanHarness","Assemble","FINISHED","","","","","","",""
110505,"SATSUMA(557kg, 248)/Wiring/Triggers/RadiatorfanHarness/RadiatorfanHarness","Assemble","ASSEMBLE","","","","","","",""
110505,"SATSUMA(557kg, 248)/Wiring/Triggers/RadiatorfanHarness/RadiatorfanHarness","Assemble","CLOSELOOP","","","","","","",""
110505,"SATSUMA(557kg, 248)/Wiring/Triggers/RadiatorfanHarness/RadiatorfanHarness","Assemble","INSTALLED","","","","","","",""
110505,"SATSUMA(557kg, 248)/Wiring/Triggers/RadiatorfanHarness/RadiatorfanHarness","Assemble","LOOP","","","","","","",""
110505,"SATSUMA(557kg, 248)/Wiring/Triggers/RadiatorfanHarness/RadiatorfanHarness","Assemble","NOTINSTALLED","","","","","","",""
110950,"SATSUMA(557kg, 248)/Wiring/Triggers/SubwooferLeft/SubwooferAmplifier","Assemble","State 1","ASSEMBLE->Assemble","SetBoolValue;SetStringValue;GetDistance;FloatCompare","WiringTool=0[]","","- useVariable: 0;","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame","GUIassemble|Distance|Distance???=|Tolerance|ASSEMBLE"
110950,"SATSUMA(557kg, 248)/Wiring/Triggers/SubwooferLeft/SubwooferAmplifier","Assemble","Assemble","LOOP->State 1;ASSEMBLE->Sound","SetBoolValue;SetStringValue;GetDistance;FloatCompare;GetButtonDown","WiringTool=0[]","","- useVariable: 0;SUBWOOFER LEFT;Use","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame;buttonName;sendEvent;storeResult","GUIassemble|Distance|Distance???=|Tolerance|LOOP|ASSEMBLE"
110950,"SATSUMA(557kg, 248)/Wiring/Triggers/SubwooferLeft/SubwooferAmplifier","Assemble","Sound","CLOSELOOP->Finish assembly","SetBoolValue;SetStringValue;SendEventByName","_OtherEnd=28632[SATSUMA(557kg, 248)/Wiring/Triggers/SubwooferLeft/AmplifierSubwoofer]","","- useVariable: 0;- useVariable: 0;CLOSELOOP","boolValue;everyFrame;stringVariable;stringValue;everyFrame;eventTarget;sendEvent;delay;everyFrame","GUIassemble"
110950,"SATSUMA(557kg, 248)/Wiring/Triggers/SubwooferLeft/SubwooferAmplifier","Assemble","Finish assembly","","SetFsmBool;ActivateGameObject;SendEvent;ActivateGameObject","db_ThisPart=2004[Database/DatabaseWiring/WiringSubwooferLeft];ThisWire1=22917[SATSUMA(557kg, 248)/Wiring/Parts/wiring_subwoofer_left(xxxxx)];Owner=0[]","","CarBuilding;wiring;Data;Installed","soundGroupName;variationName;volume;delaySound;useThisLocation;attachToGameObject;useFixedPitch;fixedPitch;gameObject;fsmName;variableName;setValue;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame;eventTarget;sendEvent;delay;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame","??|??|RESETWIRING"
110950,"SATSUMA(557kg, 248)/Wiring/Triggers/SubwooferLeft/SubwooferAmplifier","Assemble","Init","FINISHED->State 1","GetParent","Owner=0[]","","","storeResult",""
110950,"SATSUMA(557kg, 248)/Wiring/Triggers/SubwooferLeft/SubwooferAmplifier","Assemble","FINISHED","","","","","","",""
110950,"SATSUMA(557kg, 248)/Wiring/Triggers/SubwooferLeft/SubwooferAmplifier","Assemble","ASSEMBLE","","","","","","",""
110950,"SATSUMA(557kg, 248)/Wiring/Triggers/SubwooferLeft/SubwooferAmplifier","Assemble","CLOSELOOP","","","","","","",""
110950,"SATSUMA(557kg, 248)/Wiring/Triggers/SubwooferLeft/SubwooferAmplifier","Assemble","INSTALLED","","","","","","",""
110950,"SATSUMA(557kg, 248)/Wiring/Triggers/SubwooferLeft/SubwooferAmplifier","Assemble","LOOP","","","","","","",""
110950,"SATSUMA(557kg, 248)/Wiring/Triggers/SubwooferLeft/SubwooferAmplifier","Assemble","NOTINSTALLED","","","","","","",""
111008,"SATSUMA(557kg, 248)/Wiring/Triggers/Dash2/DashFusebox","Assemble","State 1","ASSEMBLE->Assemble","SetBoolValue;SetStringValue;GetDistance;FloatCompare","WiringTool=0[]","","- useVariable: 0;","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame","GUIassemble|Distance|Distance???=|Tolerance|ASSEMBLE"
111008,"SATSUMA(557kg, 248)/Wiring/Triggers/Dash2/DashFusebox","Assemble","Assemble","LOOP->State 1;ASSEMBLE->Sound","SetBoolValue;SetStringValue;GetDistance;FloatCompare;GetButtonDown","WiringTool=0[]","","- useVariable: 0;INSTRUMENT PANEL 2;Use","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame;buttonName;sendEvent;storeResult","GUIassemble|Distance|Distance???=|Tolerance|LOOP|ASSEMBLE"
111008,"SATSUMA(557kg, 248)/Wiring/Triggers/Dash2/DashFusebox","Assemble","Sound","CLOSELOOP->Finish assembly","SetBoolValue;SetStringValue;SendEventByName","_OtherEnd=32725[SATSUMA(557kg, 248)/Wiring/Triggers/Dash2/FuseboxDash]","","- useVariable: 0;- useVariable: 0;CLOSELOOP","boolValue;everyFrame;stringVariable;stringValue;everyFrame;eventTarget;sendEvent;delay;everyFrame","GUIassemble"
